Date,Host Country,Refugees In,Refugees Out,Internally Displaced Persons (IDPs),Source
2024-07-22,Moldova,294,490,2964,Simulated
2024-07-23,Poland,556,450,8822,Simulated
2024-07-23,Germany,253,212,3416,Simulated
2024-07-23,Romania,572,476,5361,Simulated
2024-07-23,Moldova,369,265,6921,Simulated
2024-07-24,Poland,864,335,6620,Simulated
2024-07-24,Germany,626,339,1244,Simulated
2024-07-24,Romania,435,311,9930,Simulated
2024-07-24,Moldova,583,364,1517,Simulated
2024-07-25,Poland,378,102,9382,Simulated
2024-07-25,Germany,134,197,8293,Simulated
2024-07-25,Romania,483,424,3371,Simulated
2024-07-25,Moldova,619,155,746,Simulated
2024-07-26,Poland,276,4,6405,Simulated
2024-07-26,Germany,343,487,6946,Simulated
2024-07-26,Romania,414,71,5805,Simulated
2024-07-26,Moldova,662,455,5490,Simulated
2024-07-27,Poland,848,9,5111,Simulated
2024-07-27,Germany,950,151,9968,Simulated
2024-07-27,Romania,887,69,4032,Simulated
2024-07-27,Moldova,953,180,6547,Simulated
2024-07-28,Poland,959,149,1174,Simulated
2024-07-28,Germany,916,330,7024,Simulated
2024-07-28,Romania,691,154,121,Simulated
2024-07-28,Moldova,176,16,6632,Simulated
2024-07-29,Poland,644,136,3572,Simulated
2024-07-29,Germany,480,143,5984,Simulated
2024-07-29,Romania,596,352,7594,Simulated
2024-07-29,Moldova,227,295,1078,Simulated
2024-07-30,Poland,836,365,8926,Simulated
2024-07-30,Germany,547,181,33,Simulated
2024-07-30,Romania,563,132,9622,Simulated
2024-07-30,Moldova,195,348,8661,Simulated
2024-07-31,Poland,815,138,9464,Simulated
2024-07-31,Germany,713,224,5066,Simulated
2024-07-31,Romania,477,398,8392,Simulated
2024-07-31,Moldova,457,344,1388,Simulated
2024-08-01,Poland,555,132,1523,Simulated
2024-08-01,Germany,420,84,8211,Simulated
2024-08-01,Romania,685,369,500,Simulated
2024-08-01,Moldova,810,409,3788,Simulated
2024-08-02,Poland,219,213,6585,Simulated
2024-08-02,Germany,612,155,434,Simulated
2024-08-02,Romania,455,177,2209,Simulated
2024-08-02,Moldova,860,273,1345,Simulated
2024-08-03,Poland,275,408,5461,Simulated
2024-08-03,Germany,910,400,2779,Simulated
2024-08-03,Romania,726,56,921,Simulated
2024-08-03,Moldova,782,233,1894,Simulated
2024-08-04,Poland,841,467,788,Simulated
2024-08-04,Germany,228,209,5877,Simulated
2024-08-04,Romania,269,243,5268,Simulated
2024-08-04,Moldova,493,45,3532,Simulated
2024-08-05,Poland,235,419,2560,Simulated
2024-08-05,Germany,411,157,1540,Simulated
2024-08-05,Romania,133,90,9058,Simulated
2024-08-05,Moldova,640,401,2232,Simulated
2024-08-06,Poland,613,6,6863,Simulated
2024-08-06,Germany,422,246,2752,Simulated
2024-08-06,Romania,791,313,1650,Simulated
2024-08-06,Moldova,335,278,187,Simulated
2024-08-07,Poland,186,304,1429,Simulated
2024-08-07,Germany,596,420,7717,Simulated
2024-08-07,Romania,723,53,695,Simulated
2024-08-07,Moldova,995,194,1508,Simulated
2024-08-08,Poland,322,74,3590,Simulated
2024-08-08,Germany,718,81,4901,Simulated
2024-08-08,Romania,154,26,1352,Simulated
2024-08-08,Moldova,266,188,1232,Simulated
2024-08-09,Poland,910,278,4511,Simulated
2024-08-09,Germany,179,217,5556,Simulated
2024-08-09,Romania,295,30,315,Simulated
2024-08-09,Moldova,679,454,5204,Simulated
2024-08-10,Poland,899,0,3724,Simulated
2024-08-10,Germany,801,415,4022,Simulated
2024-08-10,Romania,753,96,3751,Simulated
2024-08-10,Moldova,906,154,5340,Simulated
2024-08-11,Poland,743,75,8277,Simulated
2024-08-11,Germany,458,392,4949,Simulated
2024-08-11,Romania,740,133,6252,Simulated
2024-08-11,Moldova,371,105,5154,Simulated
2024-08-12,Poland,765,144,2635,Simulated
2024-08-12,Germany,678,385,6962,Simulated
2024-08-12,Romania,636,148,31,Simulated
2024-08-12,Moldova,607,230,34,Simulated
2024-08-13,Poland,573,449,7499,Simulated
2024-08-13,Germany,514,404,3926,Simulated
2024-08-13,Romania,663,85,3731,Simulated
2024-08-13,Moldova,469,428,5023,Simulated
2024-08-14,Poland,921,222,7397,Simulated
2024-08-14,Germany,559,299,3403,Simulated
2024-08-14,Romania,711,76,7989,Simulated
2024-08-14,Moldova,264,127,424,Simulated
2024-08-15,Poland,783,257,7340,Simulated
2024-08-15,Germany,262,303,5128,Simulated
2024-08-15,Romania,817,416,9007,Simulated
2024-08-15,Moldova,887,123,9026,Simulated
2024-08-16,Poland,242,452,489,Simulated
2024-08-16,Germany,554,107,6934,Simulated
2024-08-16,Romania,239,429,4286,Simulated
2024-08-16,Moldova,789,278,587,Simulated
2024-08-17,Poland,706,28,3303,Simulated
2024-08-17,Germany,194,424,734,Simulated
2024-08-17,Romania,502,362,1824,Simulated
2024-08-17,Moldova,861,33,4883,Simulated
2024-08-18,Poland,946,21,158,Simulated
2024-08-18,Germany,560,403,8998,Simulated
2024-08-18,Romania,781,423,5517,Simulated
2024-08-18,Moldova,750,0,1130,Simulated
2024-08-19,Poland,251,215,9957,Simulated
2024-08-19,Germany,721,121,2850,Simulated
2024-08-19,Romania,845,466,8317,Simulated
2024-08-19,Moldova,588,249,7798,Simulated
2024-08-20,Poland,629,292,9412,Simulated
2024-08-20,Germany,260,391,6793,Simulated
2024-08-20,Romania,831,420,9473,Simulated
2024-08-20,Moldova,930,83,8500,Simulated
2024-08-21,Poland,585,6,1168,Simulated
2024-08-21,Germany,416,48,4699,Simulated
2024-08-21,Romania,259,288,5119,Simulated
2024-08-21,Moldova,472,304,2821,Simulated
2024-08-22,Poland,539,438,1562,Simulated
2024-08-22,Germany,829,166,3313,Simulated
2024-08-22,Romania,933,43,1211,Simulated
2024-08-22,Moldova,250,164,6201,Simulated
2024-08-23,Poland,555,454,2636,Simulated
2024-08-23,Germany,893,52,6742,Simulated
2024-08-23,Romania,538,311,7456,Simulated
2024-08-23,Moldova,334,125,3087,Simulated
2024-08-24,Poland,480,394,9709,Simulated
2024-08-24,Germany,737,238,9685,Simulated
2024-08-24,Romania,148,296,3196,Simulated
2024-08-24,Moldova,762,461,680,Simulated
2024-08-25,Poland,561,134,4707,Simulated
2024-08-25,Germany,486,24,232,Simulated
2024-08-25,Romania,315,68,7720,Simulated
2024-08-25,Moldova,329,399,5944,Simulated
2024-08-26,Poland,108,2,4138,Simulated
2024-08-26,Germany,464,340,3012,Simulated
2024-08-26,Romania,120,233,6653,Simulated
2024-08-26,Moldova,413,266,2640,Simulated
2024-08-27,Poland,912,125,4719,Simulated
2024-08-27,Germany,883,156,2226,Simulated
2024-08-27,Romania,290,220,6007,Simulated
2024-08-27,Moldova,445,266,8697,Simulated
2024-08-28,Poland,251,176,9155,Simulated
2024-08-28,Germany,665,369,9087,Simulated
2024-08-28,Romania,431,434,8179,Simulated
2024-08-28,Moldova,874,377,6648,Simulated
2024-08-29,Poland,755,334,147,Simulated
2024-08-29,Germany,110,416,1448,Simulated
2024-08-29,Romania,522,128,9111,Simulated
2024-08-29,Moldova,216,469,5421,Simulated
2024-08-30,Poland,610,282,7626,Simulated
2024-08-30,Germany,999,390,9353,Simulated
2024-08-30,Romania,103,355,8830,Simulated
2024-08-30,Moldova,246,476,9162,Simulated
2024-08-31,Poland,964,181,1772,Simulated
2024-08-31,Germany,444,263,7476,Simulated
2024-08-31,Romania,987,27,6351,Simulated
2024-08-31,Moldova,472,288,101,Simulated
2024-09-01,Poland,854,94,7196,Simulated
2024-09-01,Germany,288,334,2977,Simulated
2024-09-01,Romania,933,203,1701,Simulated
2024-09-01,Moldova,220,339,9406,Simulated
2024-09-02,Poland,109,32,5820,Simulated
2024-09-02,Germany,537,476,8007,Simulated
2024-09-02,Romania,653,261,263,Simulated
2024-09-02,Moldova,972,341,7864,Simulated
2024-09-03,Poland,748,331,7222,Simulated
2024-09-03,Germany,316,216,2365,Simulated
2024-09-03,Romania,558,17,4441,Simulated
2024-09-03,Moldova,923,294,3885,Simulated
2024-09-04,Poland,372,294,6950,Simulated
2024-09-04,Germany,267,29,1003,Simulated
2024-09-04,Romania,517,146,5247,Simulated
2024-09-04,Moldova,237,345,2858,Simulated
2024-09-05,Poland,720,326,6489,Simulated
2024-09-05,Germany,682,45,5074,Simulated
2024-09-05,Romania,624,472,2811,Simulated
2024-09-05,Moldova,873,327,5910,Simulated
2024-09-06,Poland,642,332,7975,Simulated
2024-09-06,Germany,353,35,6573,Simulated
2024-09-06,Romania,622,279,3304,Simulated
2024-09-06,Moldova,735,200,6789,Simulated
2024-09-07,Poland,176,404,6356,Simulated
2024-09-07,Germany,557,88,7562,Simulated
2024-09-07,Romania,606,413,7351,Simulated
2024-09-07,Moldova,172,338,3285,Simulated
2024-09-08,Poland,447,201,6304,Simulated
2024-09-08,Germany,509,161,3659,Simulated
2024-09-08,Romania,710,368,3099,Simulated
2024-09-08,Moldova,241,135,7263,Simulated
2024-09-09,Poland,216,115,1131,Simulated
2024-09-09,Germany,730,155,6746,Simulated
2024-09-09,Romania,908,109,5448,Simulated
2024-09-09,Moldova,887,123,4466,Simulated
2024-09-10,Poland,855,199,4425,Simulated
2024-09-10,Germany,734,224,1071,Simulated
2024-09-10,Romania,235,341,1564,Simulated
2024-09-10,Moldova,866,458,6829,Simulated
2024-09-11,Poland,416,189,9008,Simulated
2024-09-11,Germany,651,80,9030,Simulated
2024-09-11,Romania,428,302,8,Simulated
2024-09-11,Moldova,679,424,2659,Simulated
2024-09-12,Poland,640,151,2408,Simulated
2024-09-12,Germany,693,354,6194,Simulated
2024-09-12,Romania,782,29,8692,Simulated
2024-09-12,Moldova,971,481,3216,Simulated
2024-09-13,Poland,165,371,6522,Simulated
2024-09-13,Germany,326,204,3252,Simulated
2024-09-13,Romania,187,16,5081,Simulated
2024-09-13,Moldova,553,73,4649,Simulated
2024-09-14,Poland,823,326,1139,Simulated
2024-09-14,Germany,681,397,2797,Simulated
2024-09-14,Romania,460,135,1081,Simulated
2024-09-14,Moldova,780,352,485,Simulated
2024-09-15,Poland,435,28,9654,Simulated
2024-09-15,Germany,522,323,6601,Simulated
2024-09-15,Romania,566,461,5433,Simulated
2024-09-15,Moldova,105,108,9019,Simulated
2024-09-16,Poland,634,55,6882,Simulated
2024-09-16,Germany,333,244,7753,Simulated
2024-09-16,Romania,732,76,8622,Simulated
2024-09-16,Moldova,769,439,3695,Simulated
2024-09-17,Poland,621,434,3080,Simulated
2024-09-17,Germany,348,360,9777,Simulated
2024-09-17,Romania,917,66,1263,Simulated
2024-09-17,Moldova,492,238,2673,Simulated
2024-09-18,Poland,120,118,8752,Simulated
2024-09-18,Germany,914,136,8068,Simulated
2024-09-18,Romania,248,217,2620,Simulated
2024-09-18,Moldova,985,258,845,Simulated
2024-09-19,Poland,773,215,2750,Simulated
2024-09-19,Germany,400,392,5083,Simulated
2024-09-19,Romania,234,211,1166,Simulated
2024-09-19,Moldova,985,370,6752,Simulated
2024-09-20,Poland,346,54,4435,Simulated
2024-09-20,Germany,498,38,293,Simulated
2024-09-20,Romania,616,198,9704,Simulated
2024-09-20,Moldova,933,335,3291,Simulated
2024-09-21,Poland,713,119,6958,Simulated
2024-09-21,Germany,978,201,2016,Simulated
2024-09-21,Romania,236,290,2230,Simulated
2024-09-21,Moldova,346,52,6929,Simulated
2024-09-22,Poland,312,480,8442,Simulated
2024-09-22,Germany,600,271,9867,Simulated
2024-09-22,Romania,980,202,2141,Simulated
2024-09-22,Moldova,290,216,628,Simulated
2024-09-23,Poland,440,292,3629,Simulated
2024-09-23,Germany,863,232,49,Simulated
2024-09-23,Romania,696,308,5762,Simulated
2024-09-23,Moldova,252,438,897,Simulated
2024-09-24,Poland,251,483,6296,Simulated
2024-09-24,Germany,349,306,3850,Simulated
2024-09-24,Romania,172,11,3526,Simulated
2024-09-24,Moldova,964,220,2487,Simulated
2024-09-25,Poland,743,184,1694,Simulated
2024-09-25,Germany,712,172,1198,Simulated
2024-09-25,Romania,974,93,3704,Simulated
2024-09-25,Moldova,880,122,7265,Simulated
2024-09-26,Poland,572,413,1975,Simulated
2024-09-26,Germany,855,446,1604,Simulated
2024-09-26,Romania,748,381,654,Simulated
2024-09-26,Moldova,695,41,7848,Simulated
2024-09-27,Poland,593,454,7956,Simulated
2024-09-27,Germany,426,170,2268,Simulated
2024-09-27,Romania,497,197,6913,Simulated
2024-09-27,Moldova,840,173,8347,Simulated
2024-09-28,Poland,591,222,8251,Simulated
2024-09-28,Germany,723,457,8299,Simulated
2024-09-28,Romania,600,45,9446,Simulated
2024-09-28,Moldova,741,354,4050,Simulated
2024-09-29,Poland,477,264,5946,Simulated
2024-09-29,Germany,203,177,6030,Simulated
2024-09-29,Romania,448,251,7551,Simulated
2024-09-29,Moldova,972,233,5809,Simulated
2024-09-30,Poland,183,364,55,Simulated
2024-09-30,Germany,238,465,6676,Simulated
2024-09-30,Romania,308,62,2867,Simulated
2024-09-30,Moldova,595,215,9451,Simulated
2024-10-01,Poland,414,102,7940,Simulated
2024-10-01,Germany,110,495,7005,Simulated
2024-10-01,Romania,192,183,8088,Simulated
2024-10-01,Moldova,753,331,778,Simulated
2024-10-02,Poland,766,489,5172,Simulated
2024-10-02,Germany,800,451,3044,Simulated
2024-10-02,Romania,362,488,5428,Simulated
2024-10-02,Moldova,185,383,6782,Simulated
2024-10-03,Poland,779,291,1666,Simulated
2024-10-03,Germany,507,51,4282,Simulated
2024-10-03,Romania,170,130,9132,Simulated
2024-10-03,Moldova,789,295,722,Simulated
2024-10-04,Poland,166,464,5216,Simulated
2024-10-04,Germany,751,488,4620,Simulated
2024-10-04,Romania,262,108,4769,Simulated
2024-10-04,Moldova,126,152,5419,Simulated
2024-10-05,Poland,980,146,6244,Simulated
2024-10-05,Germany,805,256,2932,Simulated
2024-10-05,Romania,351,447,8179,Simulated
2024-10-05,Moldova,406,476,1154,Simulated
2024-10-06,Poland,870,199,2441,Simulated
2024-10-06,Germany,899,80,7634,Simulated
2024-10-06,Romania,440,3,6517,Simulated
2024-10-06,Moldova,928,268,1736,Simulated
2024-10-07,Poland,393,467,264,Simulated
2024-10-07,Germany,339,465,3222,Simulated
2024-10-07,Romania,486,478,1324,Simulated
2024-10-07,Moldova,363,317,422,Simulated
2024-10-08,Poland,754,356,8486,Simulated
2024-10-08,Germany,581,312,5191,Simulated
2024-10-08,Romania,612,348,2691,Simulated
2024-10-08,Moldova,923,316,2806,Simulated
2024-10-09,Poland,543,468,7284,Simulated
2024-10-09,Germany,769,45,1384,Simulated
2024-10-09,Romania,273,14,2235,Simulated
2024-10-09,Moldova,965,97,6348,Simulated
2024-10-10,Poland,148,113,71,Simulated
2024-10-10,Germany,337,290,1005,Simulated
2024-10-10,Romania,418,9,7981,Simulated
2024-10-10,Moldova,886,172,8327,Simulated
2024-10-11,Poland,614,269,6682,Simulated
2024-10-11,Germany,478,213,7543,Simulated
2024-10-11,Romania,892,415,8310,Simulated
2024-10-11,Moldova,130,64,8197,Simulated
2024-10-12,Poland,962,213,5397,Simulated
2024-10-12,Germany,414,417,497,Simulated
2024-10-12,Romania,353,52,9403,Simulated
2024-10-12,Moldova,478,374,4439,Simulated
2024-10-13,Poland,590,397,6530,Simulated
2024-10-13,Germany,808,336,4943,Simulated
2024-10-13,Romania,669,483,1949,Simulated
2024-10-13,Moldova,379,425,2398,Simulated
2024-10-14,Poland,917,400,287,Simulated
2024-10-14,Germany,559,498,6194,Simulated
2024-10-14,Romania,171,442,9886,Simulated
2024-10-14,Moldova,323,62,8485,Simulated
2024-10-15,Poland,336,209,3744,Simulated
2024-10-15,Germany,681,76,9752,Simulated
2024-10-15,Romania,516,423,8975,Simulated
2024-10-15,Moldova,756,87,9447,Simulated
2024-10-16,Poland,142,474,5244,Simulated
2024-10-16,Germany,989,427,1863,Simulated
2024-10-16,Romania,808,129,3324,Simulated
2024-10-16,Moldova,172,5,6357,Simulated
2024-10-17,Poland,967,416,8429,Simulated
2024-10-17,Germany,498,388,6368,Simulated
2024-10-17,Romania,800,3,314,Simulated
2024-10-17,Moldova,128,210,9312,Simulated
2024-10-18,Poland,461,236,857,Simulated
2024-10-18,Germany,401,180,1458,Simulated
2024-10-18,Romania,800,80,2978,Simulated
2024-10-18,Moldova,993,279,4096,Simulated
2024-10-19,Poland,963,181,133,Simulated
2024-10-19,Germany,833,388,5892,Simulated
2024-10-19,Romania,896,359,5967,Simulated
2024-10-19,Moldova,627,18,5725,Simulated
2024-10-20,Poland,495,309,5565,Simulated
2024-10-20,Germany,209,153,3789,Simulated
2024-10-20,Romania,382,234,6852,Simulated
2024-10-20,Moldova,844,208,6362,Simulated
2024-10-21,Poland,860,33,7999,Simulated
2024-10-21,Germany,437,142,8619,Simulated
2024-10-21,Romania,396,424,3086,Simulated
2024-10-21,Moldova,177,414,9504,Simulated
2024-10-22,Poland,373,287,9133,Simulated
2024-10-22,Germany,426,286,5276,Simulated
2024-10-22,Romania,406,227,7429,Simulated
2024-10-22,Moldova,568,343,3611,Simulated
2024-10-23,Poland,878,392,2041,Simulated
2024-10-23,Germany,626,449,2444,Simulated
2024-10-23,Romania,481,308,3489,Simulated
2024-10-23,Moldova,279,238,4396,Simulated
2024-10-24,Poland,581,149,6890,Simulated
2024-10-24,Germany,334,395,4489,Simulated
2024-10-24,Romania,114,139,3625,Simulated
2024-10-24,Moldova,600,334,4319,Simulated
2024-10-25,Poland,498,142,9213,Simulated
2024-10-25,Germany,960,138,4221,Simulated
2024-10-25,Romania,844,289,4557,Simulated
2024-10-25,Moldova,654,145,809,Simulated
2024-10-26,Poland,749,413,8756,Simulated
2024-10-26,Germany,749,334,2707,Simulated
2024-10-26,Romania,759,233,8665,Simulated
2024-10-26,Moldova,558,456,3361,Simulated
2024-10-27,Poland,432,185,1461,Simulated
2024-10-27,Germany,935,479,4418,Simulated
2024-10-27,Romania,420,432,54,Simulated
2024-10-27,Moldova,832,464,9728,Simulated
2024-10-28,Poland,670,329,4615,Simulated
2024-10-28,Germany,582,453,1804,Simulated
2024-10-28,Romania,243,172,4265,Simulated
2024-10-28,Moldova,620,338,2381,Simulated
2024-10-29,Poland,170,59,5439,Simulated
2024-10-29,Germany,661,392,6301,Simulated
2024-10-29,Romania,128,482,7680,Simulated
2024-10-29,Moldova,250,75,7950,Simulated
2024-10-30,Poland,593,330,6758,Simulated
2024-10-30,Germany,545,49,7226,Simulated
2024-10-30,Romania,834,316,5805,Simulated
2024-10-30,Moldova,776,115,4270,Simulated
2024-10-31,Poland,819,196,6870,Simulated
2024-10-31,Germany,266,277,279,Simulated
2024-10-31,Romania,561,58,3755,Simulated
2024-10-31,Moldova,984,315,1758,Simulated
2024-11-01,Poland,748,14,7221,Simulated
2024-11-01,Germany,538,4,7367,Simulated
2024-11-01,Romania,332,202,112,Simulated
2024-11-01,Moldova,807,68,5330,Simulated
2024-11-02,Poland,233,456,6438,Simulated
2024-11-02,Germany,303,27,4807,Simulated
2024-11-02,Romania,137,86,3505,Simulated
2024-11-02,Moldova,995,116,2764,Simulated
2024-11-03,Poland,710,369,3490,Simulated
2024-11-03,Germany,616,265,6168,Simulated
2024-11-03,Romania,120,394,5025,Simulated
2024-11-03,Moldova,915,196,5966,Simulated
2024-11-04,Poland,621,43,9845,Simulated
2024-11-04,Germany,191,115,2633,Simulated
2024-11-04,Romania,216,325,103,Simulated
2024-11-04,Moldova,589,494,4278,Simulated
2024-11-05,Poland,353,245,7807,Simulated
2024-11-05,Germany,546,431,9687,Simulated
2024-11-05,Romania,309,52,6640,Simulated
2024-11-05,Moldova,162,289,7056,Simulated
2024-11-06,Poland,442,412,2124,Simulated
2024-11-06,Germany,678,493,8479,Simulated
2024-11-06,Romania,584,13,8739,Simulated
2024-11-06,Moldova,816,145,1683,Simulated
2024-11-07,Poland,593,280,9413,Simulated
2024-11-07,Germany,716,441,381,Simulated
2024-11-07,Romania,837,55,219,Simulated
2024-11-07,Moldova,494,271,166,Simulated
2024-11-08,Poland,694,75,8194,Simulated
2024-11-08,Germany,579,445,6203,Simulated
2024-11-08,Romania,958,392,9546,Simulated
2024-11-08,Moldova,648,45,4812,Simulated
2024-11-09,Poland,668,121,2558,Simulated
2024-11-09,Germany,382,167,5849,Simulated
2024-11-09,Romania,853,325,3975,Simulated
2024-11-09,Moldova,194,443,6130,Simulated
2024-11-10,Poland,375,255,9479,Simulated
2024-11-10,Germany,373,321,9285,Simulated
2024-11-10,Romania,921,453,3093,Simulated
2024-11-10,Moldova,131,268,5510,Simulated
2024-11-11,Poland,150,312,9892,Simulated
2024-11-11,Germany,567,464,9425,Simulated
2024-11-11,Romania,811,169,867,Simulated
2024-11-11,Moldova,584,460,3074,Simulated
2024-11-12,Poland,887,283,889,Simulated
2024-11-12,Germany,245,372,3163,Simulated
2024-11-12,Romania,929,418,8830,Simulated
2024-11-12,Moldova,378,379,4473,Simulated
2024-11-13,Poland,702,224,8242,Simulated
2024-11-13,Germany,832,247,6747,Simulated
2024-11-13,Romania,900,27,2923,Simulated
2024-11-13,Moldova,913,175,4857,Simulated
2024-11-14,Poland,602,114,5604,Simulated
2024-11-14,Germany,487,284,9957,Simulated
2024-11-14,Romania,388,240,5561,Simulated
2024-11-14,Moldova,661,12,4184,Simulated
2024-11-15,Poland,903,420,8575,Simulated
2024-11-15,Germany,115,10,5120,Simulated
2024-11-15,Romania,249,423,6156,Simulated
2024-11-15,Moldova,525,40,7385,Simulated
2024-11-16,Poland,885,18,9627,Simulated
2024-11-16,Germany,781,125,107,Simulated
2024-11-16,Romania,267,189,6036,Simulated
2024-11-16,Moldova,510,30,1236,Simulated
2024-11-17,Poland,750,382,5666,Simulated
2024-11-17,Germany,563,399,1673,Simulated
2024-11-17,Romania,689,469,6266,Simulated
2024-11-17,Moldova,705,467,355,Simulated
2024-11-18,Poland,385,256,1647,Simulated
2024-11-18,Germany,131,24,5137,Simulated
2024-11-18,Romania,625,34,1092,Simulated
2024-11-18,Moldova,815,437,2237,Simulated
2024-11-19,Poland,283,218,7955,Simulated
2024-11-19,Germany,999,238,9914,Simulated
2024-11-19,Romania,300,274,9746,Simulated
2024-11-19,Moldova,531,165,2542,Simulated
2024-11-20,Poland,405,349,9783,Simulated
2024-11-20,Germany,330,300,2396,Simulated
2024-11-20,Romania,295,180,8664,Simulated
2024-11-20,Moldova,986,277,2849,Simulated
2024-11-21,Poland,951,386,9325,Simulated
2024-11-21,Germany,937,117,583,Simulated
2024-11-21,Romania,481,455,5401,Simulated
2024-11-21,Moldova,462,387,2619,Simulated
2024-11-22,Poland,194,399,7263,Simulated
2024-11-22,Germany,907,264,3276,Simulated
2024-11-22,Romania,563,330,9023,Simulated
2024-11-22,Moldova,235,234,1629,Simulated
2024-11-23,Poland,212,23,2238,Simulated
2024-11-23,Germany,164,149,7140,Simulated
2024-11-23,Romania,229,381,1356,Simulated
2024-11-23,Moldova,457,59,4104,Simulated
2024-11-24,Poland,758,201,9811,Simulated
2024-11-24,Germany,448,404,2379,Simulated
2024-11-24,Romania,641,23,1544,Simulated
2024-11-24,Moldova,713,363,4053,Simulated
2024-11-25,Poland,807,464,5956,Simulated
2024-11-25,Germany,321,379,72,Simulated
2024-11-25,Romania,388,325,2955,Simulated
2024-11-25,Moldova,118,323,2706,Simulated
2024-11-26,Poland,179,403,5356,Simulated
2024-11-26,Germany,543,193,9903,Simulated
2024-11-26,Romania,663,423,8000,Simulated
2024-11-26,Moldova,479,133,320,Simulated
2024-11-27,Poland,163,69,202,Simulated
2024-11-27,Germany,876,420,7182,Simulated
2024-11-27,Romania,520,350,2921,Simulated
2024-11-27,Moldova,839,391,490,Simulated
2024-11-28,Poland,670,5,310,Simulated
2024-11-28,Germany,697,474,4641,Simulated
2024-11-28,Romania,414,141,4460,Simulated
2024-11-28,Moldova,1000,118,4280,Simulated
2024-11-29,Poland,126,143,1302,Simulated
2024-11-29,Germany,341,394,7157,Simulated
2024-11-29,Romania,649,104,7443,Simulated
2024-11-29,Moldova,774,409,3917,Simulated
2024-11-30,Poland,785,386,2872,Simulated
2024-11-30,Germany,301,372,1380,Simulated
2024-11-30,Romania,201,147,4173,Simulated
2024-11-30,Moldova,780,486,6579,Simulated
2024-12-01,Poland,798,10,9569,Simulated
2024-12-01,Germany,539,250,8965,Simulated
2024-12-01,Romania,244,394,8653,Simulated
2024-12-01,Moldova,684,410,177,Simulated
2024-12-02,Poland,120,374,1140,Simulated
2024-12-02,Germany,186,182,8502,Simulated
2024-12-02,Romania,548,89,2774,Simulated
2024-12-02,Moldova,703,16,4784,Simulated
2024-12-03,Poland,479,255,2369,Simulated
2024-12-03,Germany,975,407,9997,Simulated
2024-12-03,Romania,735,396,3320,Simulated
2024-12-03,Moldova,815,423,523,Simulated
2024-12-04,Poland,598,211,3851,Simulated
2024-12-04,Germany,254,336,6210,Simulated
2024-12-04,Romania,988,121,6347,Simulated
2024-12-04,Moldova,794,110,2695,Simulated
2024-12-05,Poland,356,488,3912,Simulated
2024-12-05,Germany,772,278,6004,Simulated
2024-12-05,Romania,833,440,1204,Simulated
2024-12-05,Moldova,297,435,7121,Simulated
2024-12-06,Poland,535,227,7089,Simulated
2024-12-06,Germany,538,252,1168,Simulated
2024-12-06,Romania,361,473,2372,Simulated
2024-12-06,Moldova,468,355,1618,Simulated
2024-12-07,Poland,975,51,243,Simulated
2024-12-07,Germany,843,354,9862,Simulated
2024-12-07,Romania,746,5,208,Simulated
2024-12-07,Moldova,645,168,6944,Simulated
2024-12-08,Poland,605,418,2796,Simulated
2024-12-08,Germany,592,285,2348,Simulated
2024-12-08,Romania,180,47,2037,Simulated
2024-12-08,Moldova,170,410,4760,Simulated
2024-12-09,Poland,216,142,3457,Simulated
2024-12-09,Germany,128,49,6336,Simulated
2024-12-09,Romania,482,309,8037,Simulated
2024-12-09,Moldova,686,420,837,Simulated
2024-12-10,Poland,964,295,7108,Simulated
2024-12-10,Germany,608,171,154,Simulated
2024-12-10,Romania,564,133,6477,Simulated
2024-12-10,Moldova,530,71,8694,Simulated
2024-12-11,Poland,759,439,5864,Simulated
2024-12-11,Germany,930,338,1099,Simulated
2024-12-11,Romania,870,451,7591,Simulated
2024-12-11,Moldova,813,51,59,Simulated
2024-12-12,Poland,444,2,3334,Simulated
2024-12-12,Germany,538,48,8993,Simulated
2024-12-12,Romania,919,250,3534,Simulated
2024-12-12,Moldova,816,113,273,Simulated
2024-12-13,Poland,740,362,6497,Simulated
2024-12-13,Germany,190,8,2616,Simulated
2024-12-13,Romania,514,282,320,Simulated
2024-12-13,Moldova,163,42,2012,Simulated
2024-12-14,Poland,633,404,8197,Simulated
2024-12-14,Germany,786,369,6072,Simulated
2024-12-14,Romania,933,63,3976,Simulated
2024-12-14,Moldova,951,137,7102,Simulated
2024-12-15,Poland,899,93,7687,Simulated
2024-12-15,Germany,770,305,947,Simulated
2024-12-15,Romania,942,19,5289,Simulated
2024-12-15,Moldova,414,305,4884,Simulated
2024-12-16,Poland,290,81,9941,Simulated
2024-12-16,Germany,962,311,1462,Simulated
2024-12-16,Romania,180,31,4713,Simulated
2024-12-16,Moldova,793,416,2871,Simulated
2024-12-17,Poland,274,500,6239,Simulated
2024-12-17,Germany,678,342,8044,Simulated
2024-12-17,Romania,470,95,6068,Simulated
2024-12-17,Moldova,492,101,8422,Simulated
2024-12-18,Poland,211,245,571,Simulated
2024-12-18,Germany,514,483,6601,Simulated
2024-12-18,Romania,811,99,4345,Simulated
2024-12-18,Moldova,497,173,4951,Simulated
2024-12-19,Poland,881,18,3431,Simulated
2024-12-19,Germany,768,26,4568,Simulated
2024-12-19,Romania,618,213,4837,Simulated
2024-12-19,Moldova,642,245,8290,Simulated
2024-12-20,Poland,327,24,203,Simulated
2024-12-20,Germany,246,286,6116,Simulated
